Tons,Commodity,Customers,Date
11082,ORE,Other ,12/27/2019
29500,ORE,Arcelor Mittal (Sidbec),12/27/2019
29704,ORE,Arcelor Mittal (Dofasco),12/27/2019
29650,ORE,Arcelor Mittal (Dofasco),12/27/2019
60012,ORE,Stelco,12/27/2019
25819,SALT,Windsor Salt,12/27/2019
33284,SALT,Windsor Salt,12/27/2019
25000,SALT,Sifto,12/28/2019
29500,GRAIN,Hansen Mueller,12/28/2019
22000,GRAIN,Hansen Mueller,12/28/2019
22000,GRAIN,ADM Agri,12/29/2019
21808,SALT,Windsor Salt,12/29/2019
28300,ORE,Arcelor Mittal (Dofasco),12/29/2019
29500,SALT,Sifto,12/29/2019
21662,SALT,Windsor Salt,12/31/2019
26984,OTHER,St Mary's,12/31/2019
29500,SALT,Sifto,1/7/2020
29500,SALT,Sifto,1/13/2020
29500,ORE,Arcelor Mittal (Sidbec),1/15/2020
29500,SALT,Sifto,1/20/2020
29500,SALT,Sifto,1/22/2020
29500,ORE,Arcelor Mittal (Sidbec),1/23/2020
29500,SALT,Sifto,1/25/2020
29500,ORE,Arcelor Mittal (Sidbec),1/28/2020
29500,SALT,Sifto,1/28/2020
29500,SALT,Sifto,1/31/2020
29500,ORE,Arcelor Mittal (Sidbec),1/31/2020
29500,SALT,Sifto,2/2/2020
29500,SALT,Sifto,2/4/2020
29500,ORE,Arcelor Mittal (Sidbec),2/4/2020
29500,SALT,Sifto,2/8/2020
29500,ORE,Arcelor Mittal (Sidbec),2/9/2020
29500,SALT,Sifto,2/11/2020
29500,ORE,Arcelor Mittal (Sidbec),2/13/2020
29500,SALT,Sifto,2/15/2020
29500,ORE,Arcelor Mittal (Sidbec),2/17/2020
29500,SALT,Sifto,2/18/2020
29500,SALT,Sifto,2/20/2020
29500,ORE,Arcelor Mittal (Sidbec),2/24/2020
26000,ORE,Algoma Steel,2/25/2020
29500,SALT,Sifto,2/27/2020
29500,SALT,Sifto,2/28/2020
29500,ORE,Arcelor Mittal (Sidbec),3/2/2020
29500,ORE,Arcelor Mittal (Sidbec),3/6/2020
29500,SALT,Sifto,3/6/2020
29500,SALT,Sifto,3/8/2020
29500,ORE,Arcelor Mittal (Sidbec),3/10/2020
29500,SALT,Windsor Salt,3/14/2020
29500,ORE,Arcelor Mittal (Sidbec),3/14/2020
29500,ORE,Arcelor Mittal (Sidbec),3/19/2020
29500,ORE,Arcelor Mittal (Sidbec),3/19/2020
43857,ILMENITE ORE,QIT,3/22/2020
22000,COKE,Algoma Steel,3/23/2020
32301,SALT,Windsor Salt,3/24/2020
29500,STONE,Arcelor Mittal (QCM),3/24/2020
26548,OTHER,St Mary's,3/24/2020
29479,GRAIN,Viterra,3/24/2020
27500,GRAIN,Cargill,3/24/2020
29500,ORE,Arcelor Mittal (Sidbec),3/24/2020
28300,GRAIN,Richardson,3/24/2020
29500,GRAIN,P & H,3/25/2020
29704,GRAIN,G3,3/25/2020
26070,SALT,Windsor Salt,3/25/2020
25514,GRAIN,Viterra,3/25/2020
29650,GRAIN,Richardson,3/26/2020
22000,ORE,Algoma Steel,3/26/2020
22000,STONE,SWS,3/27/2020
25876,ORE,USS,3/27/2020
28480,GYPSUM,CertainTeed,3/27/2020
30508,GRAIN,Viterra,3/27/2020
28800,COAL,St Mary's,3/28/2020
27900,GRAIN,Richardson,3/28/2020
22000,SALT,Windsor Salt,3/29/2020
29500,SALT,Cargill,3/29/2020
27572,COAL,Stelco,3/29/2020
27295,ORE,Stelco,3/29/2020
28500,ORE,USS,3/30/2020
20737,GRAIN,ADM Milling,3/30/2020
61055,ORE,Stelco,3/30/2020
28100,GRAIN,Richardson,3/31/2020
22000,ORE,Algoma Steel,3/31/2020
22000,STONE,SWS,3/31/2020
30758,ORE,USS,4/1/2020
29500,SALT,Sifto,4/1/2020
28712,SALT,Windsor Salt,4/1/2020
24000,SALT,Windsor Salt,4/1/2020
28500,SALT,Sifto,4/1/2020
22000,GRAIN,Hansen Mueller,4/1/2020
10008,SLAG,Ineos,4/2/2020
29500,GYPSUM,CRH,4/2/2020
18000,GRAIN,ADM Agri,4/3/2020
29500,SALT,Sifto,4/3/2020
28800,COAL,Arcelor Mittal (Dofasco),4/3/2020
22000,STONE,SWS,4/3/2020
29500,SALT,Sifto,4/3/2020
45790,ILMENITE ORE,QIT,4/3/2020
30304,ORE,Cliffs Inc.,4/4/2020
27912,GRAIN,Viterra,4/4/2020
29500,GRAIN,Richardson,4/4/2020
24000,ORE,Algoma Steel,4/4/2020
29905,COAL,Stelco,4/4/2020
30795,ORE,USS,4/5/2020
22000,STONE,SWS,4/5/2020
27900,SALT,Sifto,4/5/2020
28500,ORE,USS,4/5/2020
29500,ORE,Arcelor Mittal (USA),4/5/2020
28500,GRAIN,P & H,4/5/2020
29704,ORE,Arcelor Mittal (Dofasco),4/5/2020
27296,ORE,Stelco,4/5/2020
18793,GRAIN,ADM Milling,4/5/2020
28300,ORE,Arcelor Mittal (Sidbec),4/6/2020
29500,POTASH,Mosaic,4/6/2020
22000,COAL,Algoma Steel,4/6/2020
22000,COKE,Algoma Steel,4/6/2020
30526,GRAIN,Viterra,4/7/2020
26000,ORE,Algoma Steel,4/7/2020
28763,SALT,Windsor Salt,4/7/2020
27500,ORE,Arcelor Mittal (Dofasco),4/7/2020
22000,SALT,Windsor Salt,4/7/2020
28800,SLAG,Lafarge ,4/7/2020
18000,SALT,Sifto,4/7/2020
29650,GRAIN,Cargill,4/8/2020
65262,ORE,Stelco,4/8/2020
25930,ORE,USS,4/8/2020
29500,GRAIN,G3,4/8/2020
24000,ORE,Algoma Steel,4/8/2020
33121,ORE,Stelco,4/8/2020
27463,GRAIN,Viterra,4/8/2020
22000,GRAIN,Richardson,4/9/2020
18000,SALT,Windsor Salt,4/10/2020
26000,ORE,Algoma Steel,4/10/2020
22000,GRAIN,Hansen Mueller,4/10/2020
18000,GRAIN,ADM Agri,4/10/2020
29500,SALT,Sifto,4/10/2020
28300,GRAIN,Richardson,4/11/2020
22000,SALT,Sifto,4/11/2020
25200,GRAIN,Richardson,4/11/2020
33367,SALT,Windsor Salt,4/11/2020
42165,ILMENITE ORE,QIT,4/11/2020
29500,COAL,Arcelor Mittal (Dofasco),4/11/2020
26000,ORE,Algoma Steel,4/12/2020
28800,COAL,Arcelor Mittal (Dofasco),4/12/2020
24000,ORE,Algoma Steel,4/12/2020
29704,GRAIN,Richardson,4/12/2020
27900,ORE,Arcelor Mittal (Dofasco),4/12/2020
29500,SAND,Lakeshore Sand,4/12/2020
25238,ORE,USS,4/13/2020
23370,OTHER,St Mary's,4/13/2020
18000,SALT,Sifto,4/13/2020
28500,SALT,Cargill,4/14/2020
21634,SALT,Windsor Salt,4/14/2020
26000,ORE,Algoma Steel,4/14/2020
22000,SLAG,Lafarge ,4/14/2020
28500,ORE,USS,4/15/2020
24000,ORE,Algoma Steel,4/15/2020
22000,COAL,Algoma Steel,4/15/2020
28800,SALT,Sifto,4/15/2020
22000,STONE,Lafarge ,4/16/2020
37032,ILMENITE ORE,QIT,4/16/2020
29500,SLAG,CRH,4/16/2020
27500,ORE,Arcelor Mittal (Dofasco),4/16/2020
29500,SALT,Sifto,4/16/2020
28109,COKE,Koch,4/16/2020
29500,COAL,Arcelor Mittal (Dofasco),4/17/2020
63422,ORE,Stelco,4/17/2020
26000,ORE,Algoma Steel,4/17/2020
18000,STONE,CRH,4/18/2020
29957,COAL,Stelco,4/18/2020
30215,GRAIN,Sollio,4/18/2020
27900,SLAG,Lafarge ,4/18/2020
24000,GRAIN,ADM Agri,4/18/2020
22000,STONE,Lafarge ,4/18/2020
22000,GRAIN,P & H,4/18/2020
30958,GRAIN,Viterra,4/18/2020
18000,GRAIN,ADM Agri,4/18/2020
28500,SALT,Sifto,4/18/2020
29500,SALT,Sifto,4/18/2020
33676,STONE,Great Eastern,4/18/2020
32064,STONE,Lafarge ,4/18/2020
28100,ORE,Arcelor Mittal (Dofasco),4/18/2020
44623,ILMENITE ORE,QIT,4/18/2020
27581,ORE,Cliffs Inc.,4/19/2020
29500,SALT,Sifto,4/20/2020
22000,STONE,SWS,4/20/2020
26000,ORE,Algoma Steel,4/20/2020
29500,COAL,Arcelor Mittal (Dofasco),4/20/2020
22000,STONE,Lafarge ,4/20/2020
25182,ORE,Stelco,4/20/2020
18000,STONE,CRH,4/21/2020
33484,ORE,Stelco,4/21/2020
29500,GRAIN,Richardson,4/21/2020
28948,SALT,Windsor Salt,4/21/2020
22000,STONE,Lafarge ,4/21/2020
28800,ORE,Cliffs Inc.,4/22/2020
18000,STONE,CRH,4/22/2020
28500,ORE,USS,4/22/2020
36992,ILMENITE ORE,QIT,4/22/2020
33010,SALT,Windsor Salt,4/22/2020
26000,ORE,Algoma Steel,4/23/2020
22000,SALT,Windsor Salt,4/23/2020
28500,SALT,Cargill,4/23/2020
27767,ORE,USS,4/23/2020
29650,ORE,Arcelor Mittal (Dofasco),4/23/2020
29500,SALT,Sifto,4/23/2020
28100,GRAIN,Cargill,4/23/2020
24000,STONE,Lafarge ,4/23/2020
22000,STONE,Ontario Trap Rock,4/24/2020
18000,STONE,CRH,4/24/2020
29500,GRAIN,Hansen Mueller,4/24/2020
29500,SALT,Sifto,4/24/2020
25380,ORE,USS,4/24/2020
26000,ORE,Algoma Steel,4/24/2020
31670,ORE,Stelco,4/24/2020
44124,ILMENITE ORE,QIT,4/25/2020
24036,SALT,Windsor Salt,4/25/2020
27500,GRAIN,Richardson,4/25/2020
25200,GRAIN,Richardson,4/25/2020
29500,SLAG,McInnis,4/25/2020
22000,SALT,Sifto,4/25/2020
31061,ORE,USS,4/25/2020
18000,STONE,CRH,4/25/2020
26000,ORE,Algoma Steel,4/25/2020
30967,ORE,USS,4/25/2020
22000,STONE,SWS,4/26/2020
22000,SALT,Windsor Salt,4/26/2020
18000,GRAIN,ADM Agri,4/26/2020
24000,STONE,Lafarge ,4/26/2020
28500,COKE,McInnis,4/27/2020
29704,GRAIN,Cargill,4/27/2020
28300,ORE,Arcelor Mittal (Dofasco),4/27/2020
26000,STONE,Lafarge ,4/27/2020
18000,STONE,CRH,4/27/2020
29500,SALT,Sifto,4/27/2020
27500,SALT,Sifto,4/27/2020
29500,ORE,USS,4/27/2020
22000,COAL,Algoma Steel,4/27/2020
29650,GRAIN,G3,4/28/2020
22000,STONE,SWS,4/28/2020
18000,STONE,CRH,4/28/2020
27900,SALT,Cargill,4/28/2020
20643,GRAIN,ADM Milling,4/29/2020
24000,SALT,Windsor Salt,4/29/2020
32637,STONE,Lafarge ,4/29/2020
37965,ILMENITE ORE,QIT,4/29/2020
28800,ORE,Arcelor Mittal (USA),4/29/2020
22000,STONE,SWS,4/30/2020
18000,STONE,CRH,4/30/2020
22000,ORE,Algoma Steel,4/30/2020
29500,SALT,Sifto,4/30/2020
27809,ORE,Cliffs Inc.,5/1/2020
65185,ORE,Stelco,5/1/2020
33731,ORE,Stelco,5/1/2020
26000,ORE,Algoma Steel,5/1/2020
42904,ILMENITE ORE,QIT,5/1/2020
18000,STONE,CRH,5/1/2020
28300,GRAIN,Richardson,5/1/2020
25136,GRAIN,Viterra,5/1/2020
22000,SALT,Windsor Salt,5/1/2020
28500,GYPSUM,USG,5/2/2020
29831,ORE,Stelco,5/2/2020
22000,STONE,Lafarge ,5/2/2020
30711,GRAIN,Viterra,5/2/2020
29500,ORE,Arcelor Mittal (Sidbec),5/2/2020
28808,ORE,USS,5/2/2020
27500,COAL,Arcelor Mittal (Dofasco),5/2/2020
24000,STONE,Lafarge ,5/2/2020
24733,SALT,Windsor Salt,5/2/2020
33207,SALT,Windsor Salt,5/2/2020
29500,SALT,Sifto,5/2/2020
33760,STONE,Great Eastern,5/2/2020
29500,SALT,Sifto,5/3/2020
29500,SALT,Sifto,5/3/2020
18000,STONE,CRH,5/3/2020
22000,GRAIN,Richardson,5/3/2020
18000,GRAIN,ADM Agri,5/3/2020
22000,STONE,SWS,5/4/2020
27900,COAL,Arcelor Mittal (Dofasco),5/4/2020
25554,ORE,USS,5/4/2020
18000,STONE,CRH,5/4/2020
38154,ILMENITE ORE,QIT,5/5/2020
22000,STONE,Lafarge ,5/5/2020
29500,SALT,Sifto,5/5/2020
21889,SALT,Windsor Salt,5/6/2020
29500,ORE,Arcelor Mittal (Dofasco),5/6/2020
26000,ORE,Algoma Steel,5/6/2020
22000,STONE,SWS,5/6/2020
18000,STONE,CRH,5/6/2020
29500,POTASH,Potash Corp.,5/6/2020
28100,GRAIN,Cargill,5/6/2020
42733,ILMENITE ORE,QIT,5/7/2020
24000,STONE,Lafarge ,5/7/2020
27500,ORE,USS,5/7/2020
31778,STONE,Lafarge ,5/7/2020
28500,STONE,Arcelor Mittal (QCM),5/7/2020
26000,ORE,Algoma Steel,5/7/2020
29570,ORE,Stelco,5/7/2020
22000,STONE,SWS,5/7/2020
22000,STONE,Sarnia Concrete,5/7/2020
18000,STONE,SWS,5/7/2020
27500,ORE,Arcelor Mittal (Dofasco),5/7/2020
25814,SALT,Windsor Salt,5/8/2020
27900,SALT,Cargill,5/8/2020
30652,GRAIN,Viterra,5/8/2020
26000,ORE,Algoma Steel,5/8/2020
27801,COAL,Stelco,5/8/2020
28721,SLAG,Lehigh,5/9/2020
29500,SALT,Sifto,5/9/2020
25000,SALT,Sifto,5/9/2020
28500,ORE,USS,5/9/2020
28800,SLAG,Lafarge ,5/9/2020
26214,ORE,Stelco,5/9/2020
29500,GRAIN,G3,5/9/2020
25200,GRAIN,Richardson,5/10/2020
18000,STONE,Lafarge ,5/10/2020
24000,STONE,SWS,5/10/2020
26000,ORE,Algoma Steel,5/10/2020
22000,STONE,SWS,5/10/2020
29704,ORE,Arcelor Mittal (Sidbec),5/10/2020
29500,GRAIN,G3,5/10/2020
38057,ILMENITE ORE,QIT,5/11/2020
64440,ORE,Stelco,5/11/2020
33309,SALT,Windsor Salt,5/11/2020
29650,GRAIN,G3,5/11/2020
28442,GYPSUM,CertainTeed,5/11/2020
25000,STONE,Lafarge ,5/11/2020
22000,GRAIN,Hansen Mueller,5/11/2020
28300,ORE,Arcelor Mittal (Dofasco),5/12/2020
29855,COAL,Stelco,5/12/2020
28500,STONE,Lafarge ,5/12/2020
26975,OTHER,St Mary's,5/12/2020
29500,ORE,USS,5/12/2020
18000,STONE,SWS,5/12/2020
42345,ILMENITE ORE,QIT,5/12/2020
25319,ORE,USS,5/12/2020
27500,ORE,Arcelor Mittal (Dofasco),5/13/2020
18000,GRAIN,ADM Agri,5/13/2020
24000,COAL,Algoma Steel,5/13/2020
31479,SALT,Windsor Salt,5/13/2020
22000,COAL,Algoma Steel,5/13/2020
27900,ORE,USS,5/14/2020
29500,SALT,Sifto,5/14/2020
25000,SALT,Sifto,5/14/2020
29500,SALT,Sifto,5/15/2020
31706,ORE,Stelco,5/15/2020
22000,STONE,Lafarge ,5/15/2020
27500,ORE,USS,5/15/2020
26000,STONE,Ontario Trap Rock,5/15/2020
29704,GRAIN,G3,5/15/2020
25448,SALT,Windsor Salt,5/15/2020
28800,COAL,Teck,5/15/2020
18000,STONE,Lafarge ,5/15/2020
61315,ORE,Stelco,5/15/2020
28500,STONE,Lafarge ,5/15/2020
25000,STONE,Lafarge ,5/16/2020
26709,COAL,Stelco,5/16/2020
30778,ORE,USS,5/16/2020
22000,GRAIN,P & H,5/16/2020
24000,ORE,Algoma Steel,5/16/2020
22000,STONE,Lafarge ,5/16/2020
22000,STONE,Lafarge ,5/16/2020
29500,SALT,Sifto,5/16/2020
31002,GRAIN,Viterra,5/16/2020
33205,ORE,Stelco,5/16/2020
28500,ORE,Arcelor Mittal (Dofasco),5/17/2020
29500,SALT,Sifto,5/17/2020
26000,ORE,Algoma Steel,5/17/2020
28300,GRAIN,Cargill,5/17/2020
29500,SALT,Sifto,5/17/2020
22037,SALT,Windsor Salt,5/18/2020
27544,ORE,USS,5/18/2020
41514,ILMENITE ORE,QIT,5/19/2020
28500,STONE,Lafarge ,5/19/2020
18000,STONE,Lafarge ,5/19/2020
30442,SALT,Windsor Salt,5/19/2020
24000,STONE,Lafarge ,5/19/2020
22000,STONE,Lafarge ,5/19/2020
28562,COKE,Koch,5/19/2020
18000,GRAIN,ADM Agri,5/20/2020
29500,SALT,Cargill,5/20/2020
26000,ORE,Algoma Steel,5/20/2020
25411,ORE,USS,5/20/2020
28522,SALT,Windsor Salt,5/20/2020
28800,COAL,CRH,5/20/2020
27450,COKE,RTSA,5/21/2020
22000,STONE,Sarnia Concrete,5/21/2020
25300,SALT,Windsor Salt,5/21/2020
22000,GRAIN,Hansen Mueller,5/21/2020
29500,STONE,Lafarge ,5/21/2020
18000,GRAIN,P & H,5/21/2020
22319,SALT,Windsor Salt,5/21/2020
30971,GRAIN,Viterra,5/22/2020
24000,GRAIN,ADM Agri,5/22/2020
27900,ORE,USS,5/22/2020
29500,STONE,Lafarge ,5/22/2020
22000,STONE,Ontario Trap Rock,5/22/2020
22000,STONE,Ontario Trap Rock,5/22/2020
30118,COAL,Stelco,5/22/2020
29500,ORE,Arcelor Mittal (Dofasco),5/22/2020
28168,GRAIN,Sollio,5/23/2020
26000,ORE,Algoma Steel,5/23/2020
29500,SLAG,CRH,5/23/2020
66413,ORE,Stelco,5/24/2020
29500,SALT,Sifto,5/24/2020
30832,OTHER,Lehigh,5/24/2020
29500,GRAIN,G3,5/24/2020
18000,STONE,SWS,5/24/2020
25200,GRAIN,Richardson,5/24/2020
29650,GRAIN,G3,5/25/2020
29500,SALT,Sifto,5/25/2020
28800,COKE,Arcelor Mittal (USA),5/25/2020
32726,SALT,Windsor Salt,5/25/2020
26000,STONE,Lafarge ,5/25/2020
27500,COAL,Arcelor Mittal (Dofasco),5/25/2020
29500,SALT,Sifto,5/25/2020
24000,SALT,Windsor Salt,5/25/2020
18000,STONE,Ontario Trap Rock,5/26/2020
22000,STONE,Lafarge ,5/26/2020
25423,SALT,Windsor Salt,5/26/2020
22000,STONE,SWS,5/26/2020
30499,ORE,USS,5/26/2020
28500,ORE,Arcelor Mittal (Dofasco),5/27/2020
29500,SALT,Sifto,5/27/2020
29500,STONE,SWS,5/27/2020
41219,ILMENITE ORE,QIT,5/27/2020
30498,ORE,USS,5/27/2020
24000,STONE,SWS,5/28/2020
29500,GRAIN,Richardson,5/28/2020
26000,STONE,Lafarge ,5/28/2020
26915,OTHER,St Mary's,5/28/2020
29500,STONE,Carmeuse,5/28/2020
19601,GRAIN,ADM Milling,5/28/2020
25000,SALT,Sifto,5/28/2020
18000,STONE,Lafarge ,5/29/2020
17003,SLAG,Ineos,5/29/2020
22000,SALT,Windsor Salt,5/29/2020
28100,GRAIN,Richardson,5/29/2020
28500,GRAIN,P & H,5/29/2020
27900,ORE,USS,5/29/2020
29704,GRAIN,Richardson,5/29/2020
22000,STONE,Lafarge ,5/30/2020
24000,ORE,Algoma Steel,5/30/2020
29500,SALT,Sifto,5/30/2020
27500,COAL,St Mary's,5/30/2020
28026,ORE,USS,5/31/2020
26000,ORE,Algoma Steel,5/31/2020
22000,STONE,Sarnia Concrete,5/31/2020
34832,SALT,Windsor Salt,5/31/2020
22000,STONE,Lafarge ,5/31/2020
25000,SALT,Cargill,5/31/2020
28800,SLAG,CRH,5/31/2020
26866,COAL,Stelco,6/1/2020
33838,STONE,Mariner Towing ,6/1/2020
27268,GRAIN,Viterra,6/1/2020
29500,SALT,Sifto,6/1/2020
65855,ORE,Stelco,6/1/2020
29500,SALT,Sifto,6/1/2020
30228,GRAIN,Viterra,6/1/2020
28191,GRAIN,Sollio,6/2/2020
22000,SALT,Windsor Salt,6/2/2020
28300,ORE,Arcelor Mittal (Dofasco),6/2/2020
22000,STONE,Lafarge ,6/2/2020
29650,GRAIN,G3,6/2/2020
29500,STONE,Lafarge ,6/2/2020
24853,SALT,Windsor Salt,6/2/2020
22000,STONE,Lafarge ,6/2/2020
29500,COAL,Arcelor Mittal (QCM),6/2/2020
32890,STONE,Lafarge ,6/2/2020
29500,SALT,Sifto,6/3/2020
41431,ILMENITE ORE,QIT,6/3/2020
22000,STONE,Lafarge ,6/3/2020
27500,COAL,Arcelor Mittal (Dofasco),6/3/2020
26000,ORE,Algoma Steel,6/3/2020
24000,ORE,Algoma Steel,6/4/2020
28500,ORE,Arcelor Mittal (Dofasco),6/4/2020
25200,GRAIN,Richardson,6/4/2020
29500,STONE,Lafarge ,6/5/2020
22000,STONE,SWS,6/5/2020
26000,ORE,Algoma Steel,6/5/2020
29500,SALT,Sifto,6/5/2020
22000,ORE,Algoma Steel,6/5/2020
33769,STONE,RTSA,6/5/2020
30313,ORE,USS,6/5/2020
22081,SALT,Windsor Salt,6/5/2020
27012,ORE,USS,6/6/2020
22000,ORE,Algoma Steel,6/6/2020
27900,ORE,USS,6/6/2020
29500,STONE,Arcelor Mittal (QCM),6/6/2020
29500,SLAG,Lafarge ,6/6/2020
28850,SALT,Windsor Salt,6/6/2020
30815,ORE,USS,6/7/2020
24000,GRAIN,Richardson,6/7/2020
28300,ORE,Arcelor Mittal (Dofasco),6/7/2020
30369,ORE,USS,6/7/2020
22000,STONE,Lafarge ,6/7/2020
27500,SALT,Sifto,6/7/2020
18000,GRAIN,ADM Agri,6/7/2020
22000,ORE,Algoma Steel,6/8/2020
22000,ORE,Algoma Steel,6/8/2020
26000,ORE,Algoma Steel,6/8/2020
29500,STONE,Ontario Trap Rock,6/8/2020
29500,SALT,Sifto,6/8/2020
27833,ORE,USS,6/8/2020
30963,GRAIN,Viterra,6/9/2020
34000,STONE,Mariner Towing ,6/9/2020
28800,ORE,USS,6/9/2020
26235,ORE,Stelco,6/9/2020
29500,ORE,Arcelor Mittal (Dofasco),6/9/2020
26000,ORE,Algoma Steel,6/10/2020
22000,GRAIN,Mondelez,6/10/2020
25180,SALT,Windsor Salt,6/10/2020
28959,SALT,Windsor Salt,6/10/2020
27500,SLAG,CRH,6/11/2020
22000,STONE,Lafarge ,6/11/2020
25000,SALT,Cargill,6/11/2020
28500,GYPSUM,CRH,6/11/2020
29500,SALT,Sifto,6/11/2020
40747,ILMENITE ORE,QIT,6/12/2020
29500,SALT,Sifto,6/12/2020
29704,ORE,Arcelor Mittal (Dofasco),6/12/2020
60780,ORE,Stelco,6/13/2020
29167,SALT,Windsor Salt,6/13/2020
28449,GYPSUM,CertainTeed,6/13/2020
29500,STONE,Lafarge ,6/13/2020
22000,STONE,Lafarge ,6/13/2020
22000,STONE,Ontario Trap Rock,6/13/2020
31017,ORE,USS,6/13/2020
27900,ORE,USS,6/13/2020
28500,ORE,Arcelor Mittal (Dofasco),6/14/2020
24070,SALT,Windsor Salt,6/14/2020
27500,COAL,Arcelor Mittal (Dofasco),6/14/2020
26000,STONE,Lafarge ,6/14/2020
28100,ORE,Arcelor Mittal (Dofasco),6/14/2020
29500,GRAIN,Cargill,6/14/2020
29500,SALT,Sifto,6/14/2020
32364,ORE,Stelco,6/15/2020
32551,SALT,Windsor Salt,6/15/2020
29500,SALT,Sifto,6/15/2020
28800,COKE,Arcelor Mittal (USA),6/15/2020
29650,ORE,Arcelor Mittal (Dofasco),6/15/2020
24552,SALT,Windsor Salt,6/15/2020
24000,COAL,Algoma Steel,6/15/2020
22000,SALT,Sifto,6/16/2020
29500,SALT,Sifto,6/16/2020
26000,ORE,Algoma Steel,6/16/2020
18000,GRAIN,ADM Agri,6/16/2020
28300,GRAIN,G3,6/16/2020
22000,STONE,Lafarge ,6/16/2020
22000,STONE,Sarnia Concrete,6/16/2020
29500,GYPSUM,USG,6/17/2020
29500,SAND,Lakeshore Sand,6/17/2020
29704,GRAIN,Richardson,6/17/2020
25000,SALT,Cargill,6/17/2020
30477,ORE,USS,6/17/2020
29500,GRAIN,Hansen Mueller,6/18/2020
29904,ORE,Stelco,6/18/2020
21075,GRAIN,ADM Milling,6/18/2020
27500,COAL,Teck,6/18/2020
39431,ILMENITE ORE,QIT,6/18/2020
28660,COAL,Stelco,6/18/2020
33635,SALT,Windsor Salt,6/18/2020
28100,ORE,Arcelor Mittal (Dofasco),6/19/2020
26000,ORE,Algoma Steel,6/19/2020
28500,ORE,USS,6/19/2020
22000,STONE,SWS,6/19/2020
22000,ORE,Algoma Steel,6/20/2020
29500,SALT,Sifto,6/20/2020
29500,SALT,Sifto,6/20/2020
26889,OTHER,St Mary's,6/20/2020
30945,GRAIN,Viterra,6/20/2020
64840,ORE,Stelco,6/20/2020
26000,STONE,Lafarge ,6/20/2020
29500,SALT,Sifto,6/20/2020
27757,SALT,Windsor Salt,6/21/2020
30885,ORE,Cliffs Inc.,6/21/2020
28783,COKE,Koch,6/21/2020
27900,ORE,Arcelor Mittal (Sidbec),6/21/2020
24000,STONE,Ontario Trap Rock,6/21/2020
22000,STONE,SWS,6/21/2020
28500,GRAIN,G3,6/21/2020
22000,STONE,Lafarge ,6/22/2020
25136,SALT,Windsor Salt,6/22/2020
33129,STONE,Lafarge ,6/23/2020
25000,SALT,Cargill,6/23/2020
29500,SALT,Sifto,6/23/2020
29500,SLAG,CRH,6/23/2020
25200,GRAIN,Richardson,6/23/2020
26000,STONE,Lafarge ,6/23/2020
18000,GRAIN,ADM Agri,6/23/2020
22000,STONE,Ontario Trap Rock,6/24/2020
29500,STONE,Lafarge ,6/24/2020
25047,GRAIN,Viterra,6/24/2020
22000,STONE,SWS,6/24/2020
30165,ORE,USS,6/24/2020
27500,COAL,Arcelor Mittal (Dofasco),6/25/2020
24000,ORE,Algoma Steel,6/25/2020
27900,ORE,USS,6/25/2020
28800,SLAG,Lafarge ,6/25/2020
28500,STONE,Lafarge ,6/25/2020
29500,STONE,Lafarge ,6/25/2020
30767,GRAIN,Viterra,6/25/2020
29500,SALT,Sifto,6/25/2020
29650,GRAIN,Cargill,6/26/2020
30301,COAL,Stelco,6/26/2020
28822,ORE,USS,6/26/2020
28778,SALT,Windsor Salt,6/26/2020
22000,SALT,Windsor Salt,6/26/2020
24854,SALT,Windsor Salt,6/26/2020
26000,ORE,Algoma Steel,6/26/2020
29500,SALT,Sifto,6/26/2020
22000,STONE,SWS,6/26/2020
39878,ILMENITE ORE,QIT,6/26/2020
29500,ORE,USS,6/27/2020
25000,SALT,Cargill,6/27/2020
22000,STONE,Ontario Trap Rock,6/27/2020
29500,ORE,Arcelor Mittal (Sidbec),6/27/2020
29500,SALT,Sifto,6/27/2020
27500,SALT,Sifto,6/28/2020
28300,GRAIN,Richardson,6/28/2020
22000,STONE,Ontario Trap Rock,6/28/2020
28100,ORE,Arcelor Mittal (Dofasco),6/28/2020
25210,SALT,Windsor Salt,6/28/2020
29500,ORE,USS,6/29/2020
29500,GRAIN,Richardson,6/29/2020
32796,SALT,Windsor Salt,6/29/2020
29500,STONE,Lafarge ,6/29/2020
26503,SALT,Windsor Salt,6/29/2020
29932,ORE,Stelco,6/29/2020
30251,ORE,USS,6/30/2020
22000,STONE,Lafarge ,6/30/2020
22000,STONE,Ontario Trap Rock,6/30/2020
27018,COAL,Stelco,6/30/2020
18000,GRAIN,ADM Agri,6/30/2020
28500,STONE,Lafarge ,6/30/2020
29704,ORE,Arcelor Mittal (Dofasco),6/30/2020
26000,ORE,Algoma Steel,7/1/2020
24000,GRAIN,Hansen Mueller,7/1/2020
29500,GRAIN,Richardson,7/1/2020
29500,SALT,Sifto,7/1/2020
27900,SLAG,St Mary's,7/2/2020
29500,SALT,Sifto,7/2/2020
25000,SALT,Sifto,7/2/2020
29500,ORE,USS,7/2/2020
18000,STONE,CRH,7/3/2020
39653,ILMENITE ORE,QIT,7/3/2020
22000,STONE,Lafarge ,7/3/2020
22000,ORE,Algoma Steel,7/3/2020
28500,ORE,Arcelor Mittal (Dofasco),7/3/2020
30353,GRAIN,Viterra,7/3/2020
29500,SALT,Sifto,7/3/2020
33791,STONE,Great Eastern,7/4/2020
